Vardas                  Pavarde                    ND1       ND2       ND3       ND4       ND5       ND6       ND7       ND8       ND9       ND10      ND11      ND12      ND13      ND14      ND15      Egz.
Vardas5098              Pavarde5098                9         8         5         5         9         8         5         9         9         2         2         5         2         6         7         3
Vardas5099              Pavarde5099                2         6        10         8         9         3         3         2         5         9         7         8         2        10        10         1
Vardas5100              Pavarde5100                4         2         6         1         6         2         9         5         9         4         4         1         9         4         9         1
Vardas5101              Pavarde5101                5         2         7         7         1         1         5        10         2         6         4         8         5         5         2         7
Vardas5102              Pavarde5102                8        10         2         6         6         4         8        10         7         4         9         7         9         8         8        10
Vardas5103              Pavarde5103                1         6         7         9         5         2         7         1         9         3         2        10         6         9         1         1
Vardas5104              Pavarde5104                5         6         6         1         9         1         4         7         6         4         6         4         3         5         7        10
Vardas5105              Pavarde5105                8         6         4         4         3         2         2         6         3         3         1        10         1         1         1         8
Vardas5106              Pavarde5106                1         2         5         9         1         7         8         1         8         5         8         9         5         3         1         8
Vardas5107              Pavarde5107                6        10         7        10         1         2         3         1         8        10         8         7         5         7         3         6
Vardas5108              Pavarde5108                4         2         1         1         6         2         4         1         6         6         5        10        10         8         7         7
Vardas5109              Pavarde5109                5         8         9         3         7         1         7         2         5         8         6         1         1         7         7         8
Vardas5110              Pavarde5110                10         7         5         3         5         2         9         9         3         2         2         3         6         2         2         1
Vardas5111              Pavarde5111                5         3         2         8         6         2         5         3         3         4        10         2         9         4         4         5
Vardas5112              Pavarde5112                4        10        10         9         4         5         4         9         1         5         9         7         7         2         1        10
Vardas5113              Pavarde5113                7         8         5         6         2         3         7         6         4         2         9         4         8         2         1         5
Vardas5114              Pavarde5114                4         9         7         6         4        10         9         3         4         9         3         5        10         4         2         3
Vardas5115              Pavarde5115                5         3        10         6         3         2         4         7         2         6         7         6         6         3         5         1
Vardas5116              Pavarde5116                5         6         5         1        10         4         7         5         2         4         8         1         7         2         8         6
Vardas5117              Pavarde5117                7         6         4         6         5         7         5         6        10         3         3         9         9         2         3         7
Vardas5118              Pavarde5118                1         5         3         4         2         7         8         3         9         2         9         6        10         5         5         3
Vardas5119              Pavarde5119                3         5         9        10        10         2         9         5         5         1         7         2         7         1         2         8
Vardas5120              Pavarde5120                3         2        10         4        10         7         5        10         8         3         3         9         7         5         3         4
Vardas5121              Pavarde5121                1         1        10         5         6         5         5        10         5         2         4         3         8         6         7         7
Vardas5122              Pavarde5122                3        10        10         2         4         4         6         7         5         1         8         4        10         5         5         8
Vardas5123              Pavarde5123                3         5         4         6         7         4         5         6         1         7         8         2         6        10        10         6
Vardas5124              Pavarde5124                8         8        10         2         8         5         2         3        10        10         1        10        10         9         4         5
Vardas5125              Pavarde5125                1         9         4         6         7         1        10         6         1         9         8         8         2         1         4         6
Vardas5126              Pavarde5126                2        10         7         1         1         5         6         4        10         4         8         2         3         3         6        10
Vardas5127              Pavarde5127                1         1         9         9         6        10         2         1         1         8         7         6         6        10         4         9
Vardas5128              Pavarde5128                2        10         4         1         5        10         9         9         8         8         2         6        10         6         1         4
Vardas5129              Pavarde5129                9         5         9         2         3         5         4         9         1         2         4         6         7         5         9         8
Vardas5130              Pavarde5130                10         9         4         7        10         2         6         4         5         5         1         6         5        10        10         8
Vardas5131              Pavarde5131                4         2         1         2         6         8         2         8         9         6         6         9        10        10         8         2
Vardas5132              Pavarde5132                7         1         6        10         3         1         1         5         4        10         4         9         3         6         7         2
Vardas5133              Pavarde5133                2         2         9         3         7         1         5         1         3         2         3         8         9         4        10         9
Vardas5134              Pavarde5134                7         2         7         2         2        10         7         6         3         7        10         6         4        10         1        10
Vardas5135              Pavarde5135                9         9         3         2         4         1         4         1         2         8         8         5         2         1         8         2
Vardas5136              Pavarde5136                10         3         4         4         3         1        10         8         6         6        10         2         2         6         3        10
Vardas5137              Pavarde5137                3         6         4         3         9         9         2         6         2        10         2         3         3         8         2         8
Vardas5138              Pavarde5138                4         8         6         1         4         2         7         9         5         4         5         2         9         5         2        10
Vardas5139              Pavarde5139                10         4         1        10         8         3         4         7        10         9         6         1         4         3         5         5
Vardas5140              Pavarde5140                7         6         3         9         8         8         6         3         9         4         9         6         2         9         9        10
Vardas5141              Pavarde5141                4         9        10         4         3         3         2         5         9         5         6         9         6         2         7         4
Vardas5142              Pavarde5142                7         9         2         8         5         3         2         1         8         5         1         4         7         6         7         2
Vardas5143              Pavarde5143                5         1         9         5         1         8         1         9         1         6         4         2        10         4        10         8
Vardas5144              Pavarde5144                4         9        10         2         3         4         6         8         8         5         7         1         9         3         7         6
Vardas5145              Pavarde5145                10         5         5         1         2         4         7         3         4         5         4         3         2         7         7         5
Vardas5146              Pavarde5146                3         1         2         6         5        10         6        10         3         6         8         8         3         7         1        10
Vardas5147              Pavarde5147                9         7         1         2         6         3         6         3         8         9         4         2         5         9         1         2
Vardas5148              Pavarde5148                4         1         1         8         9         2        10         2         7         8         4         1         5         5         6         1
Vardas5149              Pavarde5149                4         9         7         3         9         5         3        10         1         2         7         3         9         7         5         8
Vardas5150              Pavarde5150                3         9         4         8         5         2         3         9         3         9         6         7         3         9         4         2
Vardas5151              Pavarde5151                10         9         6         3         3         1         3         3         6         2         1         9        10         3         6         9
Vardas5152              Pavarde5152                8         6         2         3         9         6         5         5         6         7         3         9         7         1         9         4
Vardas5153              Pavarde5153                10         8         3         3         6         4         3         1         2         4         3         7        10         3        10         1
Vardas5154              Pavarde5154                7         2         7         8         7        10         3         2        10         8         3         7         7         3         3         7
Vardas5155              Pavarde5155                1         3         7         5         2         6        10         8         7         6         3         8        10         8         9         1
Vardas5156              Pavarde5156                6         5        10         3         2         4         8         9         4         4         1         4         8         5         6         9
Vardas5157              Pavarde5157                10        10         9         5         5         7         4         9         6         2         9         5         4        10         9         6
Vardas5158              Pavarde5158                3        10         1        10         7        10         7         3         8         9         3         1         9         4         7         5
Vardas5159              Pavarde5159                1         5         9         4         1         3         1         1         7         5         1         2         7         4         7         7
Vardas5160              Pavarde5160                6         4         9         6         2         4         5         7         4         6         8         8         4         8         9         8
Vardas5161              Pavarde5161                8         6         3         1         9         3         7         6         8         5         7         1         3         6        10         8
Vardas5162              Pavarde5162                2         1         4         6         2         9         1         8        10         6         6         6         2         3         5         6
Vardas5163              Pavarde5163                2         6         6         2         5         7         9         6         1         8         2         1         5         4         1         9
Vardas5164              Pavarde5164                5         3        10         5         7         8         8        10         4         4        10         5         7         3         7         4
Vardas5165              Pavarde5165                1         3         6         4         3         9         5         2         6         5         5         7         7         9         7         6
Vardas5166              Pavarde5166                4         2         5         6         1         7         1         7         9         2         5         2         5         9         6         9
Vardas5167              Pavarde5167                6         7         4         6         1         2         3         1        10         2         1         7         5         3        10         5
Vardas5168              Pavarde5168                8         8         4         1         2         2         2        10         5         4         2         6         4         7         3         5
Vardas5169              Pavarde5169                10         3         1         2         5         1         5         3         7         8        10        10        10         8         2        10
Vardas5170              Pavarde5170                10         5         1         4         8         2         4         6         7         3        10         7         2         3         7         7
Vardas5171              Pavarde5171                4         9         6         9         9        10         8         9         2         3         3         9         5         5         4         3
Vardas5172              Pavarde5172                7         9         1         6         5         3         8         6        10         4         8        10         7         6         5         8
Vardas5173              Pavarde5173                7         2         8         6         3         7        10         2         6         9         5         8         8         7         8         8
Vardas5174              Pavarde5174                7         9         5         2         2         3         3        10        10         4         8         3         6         7         6         4
Vardas5175              Pavarde5175                5         3         2         9        10         9        10         5         9         9         9         7         4         6         3         5
Vardas5176              Pavarde5176                5         2         5         9         3         7         8         2         4         5         3         5         5         8         7         4
Vardas5177              Pavarde5177                9         1         5         9         6         2         2        10         1         1         8         7         3         8         6         7
Vardas5178              Pavarde5178                6         9         3         9         1         7         4         1         7         3         3         7         3         7         4         5
Vardas5179              Pavarde5179                5         4         1         8         7         2         5         7         6         1         2         1         9         1         6         7
Vardas5180              Pavarde5180                10         4         4         4         9         9         4         8         4         6         2         5         9         7        10         3
Vardas5181              Pavarde5181                8        10         7         1         7         5        10         9        10        10         2        10         8         5         8         6
Vardas5182              Pavarde5182                10         7         3         2         1         2         2         6         2         6         5         8         5         6        10         4
Vardas5183              Pavarde5183                8         1         3         5         4         6         2         7         8        10         6         7         8         7         2         8
Vardas5184              Pavarde5184                2         5         4         9         3         4         5         7         5         1         7         9         3         2         3         7
Vardas5185              Pavarde5185                6         5         5         8        10         2         2         6         8         3         5         8         3         8         9         3
Vardas5186              Pavarde5186                4         9         3         9         9         6         2         6        10         9        10         8         6         8         6         5
Vardas5187              Pavarde5187                3         6         1         9         5         1         5         2         7         8         3         9         9         6         3         2
Vardas5188              Pavarde5188                8         3         9         8         9         8         6        10         3         4         4         4         3         6         8         3
Vardas5189              Pavarde5189                9        10         1         8         7         9         8        10         1        10         9         7         6         3         7         6
Vardas5190              Pavarde5190                1         3         6        10         4        10         2         5         4         4         4         4         2        10         8         6
Vardas5191              Pavarde5191                3         2         8        10        10         4         3         6         9         9         8         1         4         6         5         6
Vardas5192              Pavarde5192                1         5         7         9         6         9         5         7         3        10         8         4         6         9         5         8
Vardas5193              Pavarde5193                9         9         9        10         1         5         7         5         7         9         5         8         2         9         6         6
Vardas5194              Pavarde5194                9         5         7         6         5         9         4         9         4         5         5         7         3         1        10         9
Vardas5195              Pavarde5195                7         7         1         9         8        10         1         8         9         1         3         2         6        10         3         4
Vardas5196              Pavarde5196                5        10         5         8         7        10         2         2         9         8         2         9         1         4         7         6
Vardas5197              Pavarde5197                2         6         4         9         7         5         8         3         4         3         6         3        10        10         1        10
Vardas5198              Pavarde5198                2         7         6         2        10         3         4         1         6         9         8         5         2         7         3        10
Vardas5199              Pavarde5199                10         7         7         4        10         3         7         9         8         3         1         5         8         3         1         5
Vardas5200              Pavarde5200                10         4        10        10        10         8         2         5         9         8        10         4         8         9         3         9
Vardas5201              Pavarde5201                9         6         1         5         1         9         9         8         4         1         6        10        10         9         9         5
Vardas5202              Pavarde5202                3         9         2         8         9         9         9         8         1        10         3         6         1         2         4        10
Vardas5203              Pavarde5203                5         1         9         9         8         5         3         5         5         4         7         6         5         1         4        10
Vardas5204              Pavarde5204                2         8         4         3         3         7         6         8         6         6         8         8         7        10         5        10
Vardas5205              Pavarde5205                6         9        10         3         3         9        10         1         1         2         3         6         2        10         7        10
Vardas5206              Pavarde5206                8        10         3         2        10         5         2         6         4         9         5         2         3         9         1         9
Vardas5207              Pavarde5207                5         4         1         9         9         4         3         2         9         7         1         1         7         1         7         8
Vardas5208              Pavarde5208                1         5         7         2        10         5        10         1         9         3         9         3         5         6         3        10
Vardas5209              Pavarde5209                4         6         9         2        10         8         2         7         4         6         3         8         1         3         4         4
Vardas5210              Pavarde5210                2         1         9         5         2         3         1         7         5         2         8        10         6         3         3         5
Vardas5211              Pavarde5211                10         2         8         9         6         3         8         7         9        10         7         7         2         3         4         4
Vardas5212              Pavarde5212                7         9         6         1        10         6        10         7        10         8        10         1         7         8         8         1
Vardas5213              Pavarde5213                7         6         5         8         1         9        10         6         7         1         8         7         4         2         5         4
Vardas5214              Pavarde5214                10         4        10         4         6         4         1         1         8         9         6         3         8         8         1         1
Vardas5215              Pavarde5215                10         3         9         3         5         7         7         3         4         1         2         6         9         7         9         7
Vardas5216              Pavarde5216                7         2         4         2         8         9         7         8         8         7         3         7         7         9         5         5
Vardas5217              Pavarde5217                9         7         5         9        10         8         8         3         1         9         8         8         3         9         7         2
Vardas5218              Pavarde5218                8         7        10         7         8         5         4         5         8         4         8         5         6         4         9         4
Vardas5219              Pavarde5219                6         2         4         7        10         8         7         4         4         9         4         7         2         6         9         7
Vardas5220              Pavarde5220                9         4         9         6         1         5        10         4         4        10         2         8         7         8         8         5
Vardas5221              Pavarde5221                8         7         7         4         7         5         9         1         7         1         6         4         8         8        10         1
Vardas5222              Pavarde5222                8         3         1         4        10         6         8         8         7         1         9         1         7         2         9         4
Vardas5223              Pavarde5223                1         8         1         6         9         5         2         8         7         8         9         3         6         5         9         7
Vardas5224              Pavarde5224                1         6         7         2         3         5         1         8         5         6         2        10         6         6         3         3
Vardas5225              Pavarde5225                10         9         8         7         3         7         7        10         7         4         8         6         2        10         9         5
Vardas5226              Pavarde5226                6         1         2         2         7         3         1         1         8         8         8         6         8         9         5         4
Vardas5227              Pavarde5227                7         5         3         5         5         8        10        10         6         9         9         2         5         8         9         6
Vardas5228              Pavarde5228                8         3         5         5         2         7         2         1        10         2        10         2         5         8         7         1
Vardas5229              Pavarde5229                5         7         4         1         9         8        10         6         3        10        10         6         4         7        10         8
Vardas5230              Pavarde5230                7         1         1         1         2         8         3         2         4        10         7         2         5         3         2         6
Vardas5231              Pavarde5231                10         1         6         7         5         5        10         5         6         7         8         6        10         5         9         4
Vardas5232              Pavarde5232                9         1         7         1         5         5        10         5        10         8         4         6         2         2         7         1
Vardas5233              Pavarde5233                10         5         7         9         9         9         7         9         7         5         9         3         4         4         3         1
Vardas5234              Pavarde5234                8         3         6         2         1         1         2         7         6         5         2         5         6         6         3         8
Vardas5235              Pavarde5235                7         5         4         9         3         8         4         7         7        10         8         6         4         5         9         5
Vardas5236              Pavarde5236                4         3         4         6        10        10         4         8         3         1         6         4         7         3         7         5
Vardas5237              Pavarde5237                7         1        10         8         5         3         5         4        10         4        10         3         5         2         5         9
Vardas5238              Pavarde5238                10        10        10        10         5        10         1         1         9         8         9         9         7         3         1         4
Vardas5239              Pavarde5239                5        10         7         6         4         3         3         2        10         4         2         3         2         7        10         8
Vardas5240              Pavarde5240                3         1         7         8        10         8        10         7         4         1         5         9         9         7         3         5
Vardas5241              Pavarde5241                3         1         4         7        10        10         6         2         5         2         7         4         7         3         3         6
Vardas5242              Pavarde5242                1        10         4         5         8         6        10         6         6         5         3         9         7         4         8         6
Vardas5243              Pavarde5243                6         4         3         1         3         2         8         5         1         8         5         5         7         3         1         3
Vardas5244              Pavarde5244                1         9         4         2         4         8         8         9         7         6        10         2         8        10         4         4
Vardas5245              Pavarde5245                4         7         1         5         7         4         8         7         2         3         5         7         8         1         1         4
Vardas5246              Pavarde5246                5         6         4         5         8         3         2         7        10        10         7         8         1         9        10         2
Vardas5247              Pavarde5247                2         4         2         2         6         4         3         1         4         7         9         4         2         1         1         2
Vardas5248              Pavarde5248                1         1         3         3         6         1         3         8        10         5         9         5         5         1         3         3
Vardas5249              Pavarde5249                2         8         7         6         6         4         1         2         4         4         4         7         5         8        10         6
Vardas5250              Pavarde5250                7         3         5         1         7         3         1         1         3         3         1        10         9        10        10         5
Vardas5251              Pavarde5251                6         4         7        10         7         7         8         8         4         3         8        10         1         4         8         9
Vardas5252              Pavarde5252                3         7         9         9         4         7         5         3         6         5         2        10         9         1         6         6
Vardas5253              Pavarde5253                4         4         1         1         5         7         1         8         2         7         4         4         3         7         6         9
Vardas5254              Pavarde5254                9         7         9         8         5         1         1         6         9         6         6         2         6         7         8         1
Vardas5255              Pavarde5255                5         6         2         5         2         4         1         6         4         6         5         8         5         1         6         8
Vardas5256              Pavarde5256                2         3         7         7         5         8         1        10         2         6         2         8         6         2        10         3
Vardas5257              Pavarde5257                1         2         8         7         1         1        10         1        10         8         6         5         4         1         5         1
Vardas5258              Pavarde5258                10         6        10         8        10        10         3        10         1         9         7         7         8         8         3        10
Vardas5259              Pavarde5259                3         1         4         5         6         1         3         6         8        10        10         1         1        10         2         5
Vardas5260              Pavarde5260                6         8         7         9         6         2         8         5         4         6         2         2        10         9         1         7
Vardas5261              Pavarde5261                8         1         8         6         1        10         5         9         4        10         3         8        10        10         7        10
Vardas5262              Pavarde5262                3         3        10         7         5        10         8         6         2         5         4         7         1         6         3         5
Vardas5263              Pavarde5263                8        10         8         3         6         8         5         1        10         8        10         6         9         3         5         9
Vardas5264              Pavarde5264                3         8         1         5         9         4         6         5         7         4         6         4         7         6         3         8
Vardas5265              Pavarde5265                5         3         5         2         5         3         8         8         4         2         9         9         4         1         8         7
Vardas5266              Pavarde5266                4         3         7         8         6         9         3         8         2         2         9         8         9         4         6         1
Vardas5267              Pavarde5267                5         9         8         8         3         7         8         5         7         1         6         7         5         3         5         2
Vardas5268              Pavarde5268                10         3         8         1         6         1         1         7         6         9         2         2         1         1         5         3
Vardas5269              Pavarde5269                2         4         4        10         9         7         5         9         5         5         2         2         3         3         2         7
Vardas5270              Pavarde5270                5         2         1         4         1         8        10         1         9         3         2         7        10         4         4         2
Vardas5271              Pavarde5271                3         2        10         8         7         4         6         2         2         4         4         2         8         3         4         3
Vardas5272              Pavarde5272                4         2         3         1        10         8         2         6         6         7         1         3         6         2        10         1
Vardas5273              Pavarde5273                5         4         2         8        10         8         7         9         2         7        10         9         7         8         2        10
Vardas5274              Pavarde5274                5         4         7         7         1         8         9         8         2         8         8         4         8         4         9         5
Vardas5275              Pavarde5275                4         8         6         5         8         1         5         1         7         3         2         8         6         9         1         4
Vardas5276              Pavarde5276                5        10         2         3         7         9         6         1         4         8         8         6         8         1         6         4
Vardas5277              Pavarde5277                5         4         8         3         7         2         3         4         4         8         3         2        10         2        10         2
Vardas5278              Pavarde5278                4         8         9         5         7         5         2         2         7         9         8         3         6         5         5         9
Vardas5279              Pavarde5279                8         2         5         8         7         7         2         5         6         8         1         5         9         9         2         8
Vardas5280              Pavarde5280                5         7         1         2         7         2        10         5         3         3         7         3        10         8         9         4
Vardas5281              Pavarde5281                1         1         7         2         8        10         1         3         7         6         1         6         4         5         6         8
Vardas5282              Pavarde5282                10         7         1         9         1         2         8        10         5         8         4         6         4         3         7         5
Vardas5283              Pavarde5283                8         2        10         8         4        10         5         2        10         6         5         2         5         4         2         2
Vardas5284              Pavarde5284                8        10         1         6         4        10         5         7         1         7         6         8         7         8         4         6
Vardas5285              Pavarde5285                9         8         8         2         7         5         9         4         9         6         7         1         5        10         7         9
Vardas5286              Pavarde5286                9         7         6         4        10         3         8         3         1         3         7         7         6         9         7         4
Vardas5287              Pavarde5287                3         4         7         3         8        10         1         2         4         1         2         6         2         3         8         9
Vardas5288              Pavarde5288                4         7        10        10         2         3         4         1         5        10         4        10         3         9         8         7
Vardas5289              Pavarde5289                2         7        10         2         7         7         2         3         3         3         9         3         9         2        10         7
Vardas5290              Pavarde5290                3         2         9         2         4         8         2         8         3         6         2         8         1        10        10         3
Vardas5291              Pavarde5291                3         6         9         5         9         8         5         6         8         4         6         9         6         6        10        10
Vardas5292              Pavarde5292                9         6         2         8         3         2         2         8         5        10        10         2         4         3         5         3
Vardas5293              Pavarde5293                3         6         7         9         3         8         1         2         1         9         9         5         1         2         9         8
Vardas5294              Pavarde5294                8         1         2         7         1         4         9         5         1         2         5         8         6         6         6         2
Vardas5295              Pavarde5295                4         2         5         1         9         3         5         5         4        10         9         9         8         3         6         6
Vardas5296              Pavarde5296                2         5         7         2        10         8         7        10         1         6         4         4         5         1         1         4
Vardas5297              Pavarde5297                4         6        10         9         3         1         2         3         4         2         8        10         7         8         9         5
Vardas5298              Pavarde5298                9         4         2         2         4         2         2         2         2         5         2         5         7         5         3         2
Vardas5299              Pavarde5299                3         2         5         6        10         3         3         7         9         9         3         1         4         6         9         7
Vardas5300              Pavarde5300                5         2         7         1        10         1         7         7         6         7         6         2         7         8         5         7
Vardas5301              Pavarde5301                1         1         5         1         3         1         7         8         4         5         7         8         5         2         8         1
Vardas5302              Pavarde5302                10         2         8         4         4         6         9        10         3         4         3         2         3         8         1         1
Vardas5303              Pavarde5303                1        10         7         6         6         9         4         4         4         5         3        10         5         3         8         4
Vardas5304              Pavarde5304                2         5         4         8         7         1         1         2         7         1         5         3         8        10         2         7
Vardas5305              Pavarde5305                6         8        10         4         4         2         3         4         5         5         4         8         6         7        10         8
Vardas5306              Pavarde5306                10         6         8         5         9         8        10         3         4         3         3         3         9        10         6         1
Vardas5307              Pavarde5307                2         5         6         2         3        10         6         5         5         9         1         4         8         6         1         8
Vardas5308              Pavarde5308                6         1         7         4         3         1         6         4        10         6         8         4        10         2         6        10
Vardas5309              Pavarde5309                6         7        10        10         1         4         3         7         5         2         1         6         3         3        10         3
Vardas5310              Pavarde5310                8         4         2         7         1         4         7         8         1         6         1         2         3         5         8         9
Vardas5311              Pavarde5311                6         8         6         2         6         4         1         3         4         4        10         5         3         1         6         1
Vardas5312              Pavarde5312                10         8         9         9         9         9        10         9        10         1         9         1         2         2         3         8
Vardas5313              Pavarde5313                10         8         8         3         4         4         9         6         8         7         1        10         4         9         5         4
Vardas5314              Pavarde5314                2        10         8         5         6         2         1         8         3         5         1         7         1         5         4         6
Vardas5315              Pavarde5315                2         5         3        10         1         5         3         4         8        10         5         2         4         5         9         1
Vardas5316              Pavarde5316                4         7        10         5         5         9         9         4        10         7         2        10         3         6        10         4
Vardas5317              Pavarde5317                4         9         4         6         7         7        10         9         4         8         3         1         9         7         2         1
Vardas5318              Pavarde5318                4        10         5         1         2         2         9         5         8        10         2         6         1         7         6         2
Vardas5319              Pavarde5319                3         5         3         1         5         5        10         4        10         3         6         5         4         1         3         3
