Vardas                  Pavarde                    ND1       ND2       ND3       ND4       ND5       ND6       ND7       ND8       ND9       ND10      ND11      ND12      ND13      ND14      ND15      Egz.
Vardas486               Pavarde486                 6         6         2         6         9         2         8         9        10         5         9         2         7        10         6         7
Vardas487               Pavarde487                 6         5         9         8         1         5         5         7         5         3         5         9         8         3         8         9
Vardas488               Pavarde488                 4         6        10         1         9         6         7         2         1         5         5         1         5         5         9         5
Vardas489               Pavarde489                 4         4         8         9         9         5         3         2        10         2         4         8         9         4         9         1
Vardas490               Pavarde490                 1         4         6         7         5         2         4         9        10         9         8         2         5         4         2         8
Vardas491               Pavarde491                 6         6         6         8         2         6         3         4        10         1        10         2         5        10         4         3
Vardas492               Pavarde492                 7         7         6         6         1        10         8         2         1         1         9         1         3         9        10         5
Vardas493               Pavarde493                 10         2         1         7        10         2         8         5         2         4         8         4         7         7         2        10
Vardas494               Pavarde494                 3         1         5         4        10        10         4         6         8         3         8         1        10         5         8         8
Vardas495               Pavarde495                 6         4         5         9         5         5         2         8        10         9         5        10         5         9         8         7
Vardas496               Pavarde496                 3         8         6         5        10         1         3         8         9         8         8         4         1         4         1         4
Vardas497               Pavarde497                 8         1         7         1         8        10        10        10         8         3         5         6         8         3         1         2
Vardas498               Pavarde498                 9         8         4        10         1         7         6         6         8         6         7        10         6         8         2         9
Vardas499               Pavarde499                 5         9         3         2         3         6         8         8         4         5         2         9         3         2         4         2
Vardas500               Pavarde500                 2         7         8         4         7         4         3         7         7         3         4         3         4         3         3         4
Vardas501               Pavarde501                 3         4        10         4         8         1         3         7        10         3         7         6        10         4         2         7
Vardas502               Pavarde502                 6         2         3         8         4         7         3         2         4        10         4         8         3         8         3         6
Vardas503               Pavarde503                 8         3         5         5         5         7         8         5         3         5         6         3         9         7         8         8
Vardas504               Pavarde504                 1         2         8         4         4         5         2         5         5         4         4         4         7         3         7         7
Vardas505               Pavarde505                 8         6         1         8         6         8         4         6         3         1         4         1         4         5         6         2
Vardas506               Pavarde506                 5         2        10         2         1         2         1        10         9         5         9         5         9         6        10        10
Vardas507               Pavarde507                 9         7         3        10         9         8        10         7         1         8         6         9         9         7         3         7
Vardas508               Pavarde508                 6         3         1         3         9         8         4         9         4         1         7         7         3         8         3         6
Vardas509               Pavarde509                 5         9         4         8        10         4         2         5         6         9         7         9         1         9         5         6
Vardas510               Pavarde510                 3         9         8         6        10         7         6        10         5         5         7         8         6         8         1         3
Vardas511               Pavarde511                 8         6         5         2         8         7         9         8         4        10        10         1         6         9         8        10
Vardas512               Pavarde512                 5         2         6         3         1         1        10         3         3         3         5         9         6         8         5         4
Vardas513               Pavarde513                 9        10         9         3         1         7         7         3         9         3         6         6         3         6         1         7
Vardas514               Pavarde514                 6         2        10         3         2         5         4         2         5         7        10         8         6         8         5         2
Vardas515               Pavarde515                 6         6         6        10         3         6         2         5         5        10         8         9         2         6         1         7
Vardas516               Pavarde516                 7         4         7         1         2         8         5         9         6         7         4         5         4         7        10         1
Vardas517               Pavarde517                 5        10         3         7         4         3         7         4         6        10         3         3         8         8         8         3
Vardas518               Pavarde518                 6         1         8         8         2         8         7         4         4         6         6         5         4         9         1         7
Vardas519               Pavarde519                 4         5         8         4        10         2         5         9         9         3         5         5         1         3         2         8
Vardas520               Pavarde520                 7         1         8        10         2         7         9         8         8         1         5         3         8         4         1         9
Vardas521               Pavarde521                 5         7         3         2         5         1         2         1        10         3         7         7         2         2         4         5
Vardas522               Pavarde522                 10         6         9         3         2         1         5         4         1         8         1         5         8         5         3        10
Vardas523               Pavarde523                 6        10         9         2         3         5         6         2        10         9         2         3         9         7         4         9
Vardas524               Pavarde524                 3         5         2         6         7         1         6         9         5         7         9         7         5         2         8         3
Vardas525               Pavarde525                 3         9         7         1         6         6        10         4         9         4         1         6         9         6         7         6
Vardas526               Pavarde526                 10        10         5         2        10         6         7         5         3        10         5         2         2         1         5         7
Vardas527               Pavarde527                 8         4         7         7         9         6        10         2        10         2         3         1         6         3         1         2
Vardas528               Pavarde528                 3         3         8         8         9         8         1         9         3        10         4         8         9         1         3         2
Vardas529               Pavarde529                 9         9         3         4         2         6         1         1         9         5         3         9         5         4         4        10
Vardas530               Pavarde530                 7         2        10        10         3         5         5         9         1         9         2         1         7         8         1        10
Vardas531               Pavarde531                 5         9         8         6         2         3         5        10         8         5         2         6         6         5        10         7
Vardas532               Pavarde532                 6         2         8         9         2         1         5         4         5         1         8         9         2         4         7        10
Vardas533               Pavarde533                 4         1         6        10        10         7         2         2        10         4         5         2         9        10         1         1
Vardas534               Pavarde534                 10         4         8         9         4         5         2         3        10         9         9         5         8         2         4         9
Vardas535               Pavarde535                 6         6         6         3         8         4         7         9         5         6         4         1         2         9         2         9
Vardas536               Pavarde536                 5        10         4         9         5         9         8         8         2         6         4        10         3         7         1         7
Vardas537               Pavarde537                 5         9         9         4        10         8         7         9         2         7         6         3         1         4         6         2
Vardas538               Pavarde538                 7         2         3         4         9         5         2        10         8         6         4        10         5         7         9         1
Vardas539               Pavarde539                 5         7        10         2         1         2         2         3         7         1         7         2         8         8         4         2
Vardas540               Pavarde540                 2         6         7        10        10         6         8         1         3         5         7         6         3        10         5         8
Vardas541               Pavarde541                 10         9         2         1         6         4         8         6         7         2         1         3         3         4         6         8
Vardas542               Pavarde542                 8         1         7        10         9         2         1        10         5         6         4         9         9         6         8         8
Vardas543               Pavarde543                 8         4        10         1         7         6         6        10         6         2         7         5         7         1         1         5
Vardas544               Pavarde544                 10         4         7        10         2         6         6         8         8         5         1         3         8         8         1         1
Vardas545               Pavarde545                 10         1         9         6         1         3        10         6        10        10         6         7         6         5        10         7
Vardas546               Pavarde546                 5        10         7         5        10         3         4         5         8         8         3         9         5         2         4         8
Vardas547               Pavarde547                 2         8         7         2         2         3         7         3         8         9        10         7         4         8         8         1
Vardas548               Pavarde548                 9         8         7         6         6         8         2         8         1         9        10         1         2         4         8         5
Vardas549               Pavarde549                 10         7         5         8         8         1        10         9         9         9         4         8         9         5         2         9
Vardas550               Pavarde550                 7         7         3         9         2         1         8         2         4         5         3         8         1         3        10         4
Vardas551               Pavarde551                 4         4         8         9         9         3         4         7         5        10         4         8         9        10        10         6
Vardas552               Pavarde552                 7         2         6         5         8         6         3         1         6         1         9         3        10         1         1         5
Vardas553               Pavarde553                 2        10         7         1         9         7         8         2         9         1         3         6         4         5         3         3
Vardas554               Pavarde554                 3         6         3         3         7         9         6         7         1         3         8         8         1         7         4         1
Vardas555               Pavarde555                 8         8         5         1         4         8         7        10         5        10         3         1         8         5         7         6
Vardas556               Pavarde556                 1         6         8         9         6         6         8         1         2         1         3        10         6         6         6         8
Vardas557               Pavarde557                 2         6         3         8         6         4        10         1         8         1         7         5         1         7         5         6
Vardas558               Pavarde558                 6         6         6         2         9         9         6         7         9         9         4         7         9         1         2         1
Vardas559               Pavarde559                 2         4         8         8         6         4         9         4         8         6         4         7         4         5         1         9
Vardas560               Pavarde560                 6         6         3         1         5         6         5         9         2         6         4         4         5         6         7         3
Vardas561               Pavarde561                 2         8         1        10         2         4         9         8         2         8         5         1         5         5        10         6
Vardas562               Pavarde562                 2         7         1         8        10         8        10         3         5        10         9         4         4        10         3         5
Vardas563               Pavarde563                 1         5         7         8         3         4         3         8         1         6         7         4         7         1         9        10
Vardas564               Pavarde564                 3         1         1         9         4         6        10         6        10         9        10         5         2         8         3         5
Vardas565               Pavarde565                 5         1         6         9         2         9         2         9         9        10        10         5         9         1         3         1
Vardas566               Pavarde566                 3        10         6         5         7         2         6         8         5        10         2        10         1         6         7         9
Vardas567               Pavarde567                 1         4         3         8         5         3         7         1         7         8         7         4         5        10         3         4
Vardas568               Pavarde568                 5         7         6         5         7         6         2         4         5         2         2        10         1         6         9         3
Vardas569               Pavarde569                 6         7         1         9         4         2         9        10         3         8         7        10         1         7         3         4
Vardas570               Pavarde570                 6         6        10         6         2         3         9         9        10         7         5         1         8         1         2         7
Vardas571               Pavarde571                 9         7         5         7         6         5         5         7         4         9         5         8        10         6         4         7
Vardas572               Pavarde572                 3         4         6         5         2         1        10         4         9         1         7         4         6         9         1         1
Vardas573               Pavarde573                 9         4         8         3         4         4         9         1         6         2         4         8         9         5         5         8
Vardas574               Pavarde574                 5         3         4         8         1         6         4         7         7         5         9        10         2         3         8         5
Vardas575               Pavarde575                 10        10         2         5         2         7        10         2         9         7         5         5         2         3         7         6
Vardas576               Pavarde576                 2         9         7         3         4         7        10         8         2         7         7         5         4         1         4         1
Vardas577               Pavarde577                 5         3         8         1         5         5         8         7         7         2         5         5         4        10         9         3
Vardas578               Pavarde578                 7         3         1         1         3         2         5         1         4         1         8         4         1         3         9         5
Vardas579               Pavarde579                 10         5         6         4         7        10        10         9         2         9         1         7         9        10         6         4
Vardas580               Pavarde580                 2         3         4         5         9         9        10         6         5         7         8         9         6        10         4         6
Vardas581               Pavarde581                 10         8         5         9         8         1        10        10        10         7         4         2         5         2         7         8
Vardas582               Pavarde582                 5         7         8         1         1         7         9         7         7         2         2         5         9         6         9         3
Vardas583               Pavarde583                 7         2         5         3         8         2         7         9         5        10         6         4        10         8         7         1
Vardas584               Pavarde584                 8         8         4         8         5         4         9         3         7         9         3         3         8         1         7         5
Vardas585               Pavarde585                 8         7         1         7         7         1         2         2         8         6         2         2         6         6         3         9
Vardas586               Pavarde586                 5         6         6         1         7         9         3         7         9         2         7         7         8         7         1         4
Vardas587               Pavarde587                 4         1        10         3         7         3         9         8         5        10         1         7         3         5         5         9
Vardas588               Pavarde588                 10         7         5         8        10         6         4         6         1         1         1         6         4         3         2         4
Vardas589               Pavarde589                 1        10         9         7         4         8         1         8         8         1         8         9         4         5         8         8
Vardas590               Pavarde590                 9         8         9         4         8         9         7        10         1         8         9         5        10         8         7         4
Vardas591               Pavarde591                 2         8         1        10         3         1         8         2         1         3        10         6         7         3         3         9
Vardas592               Pavarde592                 10         5         9         4         6         1         3         9         3         6         8         2         1         8        10         1
Vardas593               Pavarde593                 3         3        10         1        10         4         9         9         8        10         2         6         5         7         3         2
Vardas594               Pavarde594                 4         3         4         4         4         2         1         4         7         9         4         5         5         1         6         3
Vardas595               Pavarde595                 1        10         9         6         6         9         2         6         1         2         9         1         7         9         7         9
Vardas596               Pavarde596                 3         2         7         6         3         6         4         4         9         7         6         9         2         9         1         3
Vardas597               Pavarde597                 8         8        10         4         2         1         4         7         2         5         8         3         3         8         4         8
Vardas598               Pavarde598                 4         6         9         5         1         8         7         8         1         5         1         9         8         5         2        10
Vardas599               Pavarde599                 3         4         2         4         8         4         8         5         9         9         8         4         7        10         3         3
Vardas600               Pavarde600                 10         4         2         6         4         6         4         3         5         6         6         4         1         2         9         6
Vardas601               Pavarde601                 9         4         7         6         8        10         5         7        10         2         5        10         7        10        10         6
Vardas602               Pavarde602                 7         2         3        10         6         8         6         1         6         6         4         3         9         9         9         8
Vardas603               Pavarde603                 1         6         2         1         9         6         4         3         8         4        10         3         9         8         2         1
Vardas604               Pavarde604                 1         1         2         7         2         7         2         4         4         9         3         4         2         5         9         9
Vardas605               Pavarde605                 2         9         8         4         4         4         1        10         9         3         4         3        10         8         5         4
Vardas606               Pavarde606                 5         5         6         6         8         2         7         1         2         8         4         9         2         1         3         3
Vardas607               Pavarde607                 10         3         9         5         5         2         5         6         3         3         2         4         7         9        10         3
Vardas608               Pavarde608                 3         8         3         8         5         3         4         3         5         9         1         3         2         6        10         9
Vardas609               Pavarde609                 6         4         2         3         1         5         3         8         2         9         3        10         8         9         7         1
Vardas610               Pavarde610                 2         3         4         1         4         8         8        10         6         6         3         5         6         1        10         8
Vardas611               Pavarde611                 7         1         1         1         2         6         8         3        10         4         3         2         4         8         6         1
Vardas612               Pavarde612                 4         6        10         2         5         2        10         7        10         7         6         1         4         7         6         2
Vardas613               Pavarde613                 9         6         3         1         2         5         6         7         9         8         5         9         9         1         5         4
Vardas614               Pavarde614                 6         9        10         3         3         7         4         5         9         7         3        10         8         6         4         7
Vardas615               Pavarde615                 1         6        10         5         7         4         1         3         9         3         7        10         5         2         9         6
Vardas616               Pavarde616                 8         9         1         9         7         9         7         2        10         1         9         5         2         8         1         6
Vardas617               Pavarde617                 1         5         3         8         1         5         3         7         5        10        10         9         6         5         6         1
Vardas618               Pavarde618                 10         1         9         3         8        10         1         2         2         5         8         4         4         6         8         6
Vardas619               Pavarde619                 3         9         5         9        10        10         6         8         9         1         8         8         1         3         4         8
Vardas620               Pavarde620                 8        10         1         9         7         9         4         6         1         9         9        10        10         4         6         6
Vardas621               Pavarde621                 10         1         5         9         8         8         9         1         7         6        10         8         8         4         5         2
Vardas622               Pavarde622                 6         2         4         7         4         6         3         7         2         9         6         8         3        10         2         1
Vardas623               Pavarde623                 6         1         6        10         4         6         6         6         9         1         9         8         6         9         2         8
Vardas624               Pavarde624                 9         3         7         6         2         9         7         2         9        10         6         2         7         9         4         3
Vardas625               Pavarde625                 4        10         2         2         6         4        10         4         3         3         4        10         5         8         1         6
Vardas626               Pavarde626                 5         9         9         8         1         2         8         4         8         4         1         8        10         7         7         4
Vardas627               Pavarde627                 8         2         4         3         5        10         1         8         9         1         4         7         4         1        10         7
Vardas628               Pavarde628                 7         8         7         9         7         3         4         1         3         5         8         1         2         3         9         1
Vardas629               Pavarde629                 3         7         7         5         2         9         7         4         9         5         5         2         1         1         1        10
Vardas630               Pavarde630                 8         8         4         9         8         5         6         3         9         2         4         4         1         3         9         1
Vardas631               Pavarde631                 1         8         8         4         5         3         3         4         7         9         4         9         6        10         9         5
Vardas632               Pavarde632                 8         3         1         9        10         9         2         5        10         6         6         2         3         1         9         8
Vardas633               Pavarde633                 6         7         9         6         4         2         4        10         2         7        10         3         6         6         4         3
Vardas634               Pavarde634                 9         1         9         4         3         6         9         2         1         5         9         8         6         2         8         5
Vardas635               Pavarde635                 10         6         8         3         6         1         6         5         4         4         4         3         8         6         7         6
Vardas636               Pavarde636                 5         4         4        10         9        10         2         4         7         9         9         2        10        10         3         1
Vardas637               Pavarde637                 7         9         5         9         6         5         9         1         6         3         2         7         8         7         2        10
Vardas638               Pavarde638                 6         6         3         7         8         3         8         2        10         7         7         8         1         9         2         4
Vardas639               Pavarde639                 10         1         2         2         6         1         6         2         9         2         8        10         3         7         6         6
Vardas640               Pavarde640                 9         9         5         1         7         4         8         3         8         7         5         7         6         6         2         9
Vardas641               Pavarde641                 3         3         4         8         9         1         1         9         1         9        10         9         1         4         8         4
Vardas642               Pavarde642                 2         9         3         2         8         1         1         1         1         3         8        10         3         5         7         8
Vardas643               Pavarde643                 5         1         7         9         5         3         3         5         8        10         4         2         4         6         5        10
Vardas644               Pavarde644                 3         9         6         2         2         6         2         1         7         3         4         7         7         4         4         6
Vardas645               Pavarde645                 2         9        10         4        10         1         9         8         5        10         7         9         2         3         4         2
Vardas646               Pavarde646                 2         4         1         3         6         2         9        10         5        10         4         9         9         6         5         6
Vardas647               Pavarde647                 7         2         5         6         4         5        10         2         5         3         1         7         3        10         2         7
Vardas648               Pavarde648                 1         6         7         5         9         1         9         8         2         1         7         3         1        10         3        10
Vardas649               Pavarde649                 2         4         6         7         9         7         1         2        10         1         3         1         7        10         2         2
Vardas650               Pavarde650                 10         7         2        10         6         2         2         4         2         2         1         9         5         4         1         9
Vardas651               Pavarde651                 7         3        10         2         5         9         3         6         7         3         9         6         4         3         8         9
Vardas652               Pavarde652                 1         4         9         6         7         5         7         9         6         5         3         8         4         4        10        10
Vardas653               Pavarde653                 7        10         4         4         8         1         7         2         8         2         9        10        10         7         7         1
Vardas654               Pavarde654                 2         1         8         3         1        10         2         5         2         8         7         5        10         6         7         7
Vardas655               Pavarde655                 4         7         2         5         5         1         3         6         3         4         5         1         1         9         4         7
Vardas656               Pavarde656                 7        10         7         9         1         6         5         4         8         6        10         4        10        10         6        10
Vardas657               Pavarde657                 7         4         6         4         2         8         8         3        10         5         1         7        10         7         6         1
Vardas658               Pavarde658                 4         7         5         9         7         3         8         1        10         5         6         9         8         2        10         7
Vardas659               Pavarde659                 2         2         1         7         6         5         3         2         3         5         4         1         7         7         8        10
Vardas660               Pavarde660                 4         9         9         8         8         6         8         3         2         1         6         1         1         2         9        10
Vardas661               Pavarde661                 10         6         7         1        10         5         1         3         8         2         7         7         2        10         5         6
Vardas662               Pavarde662                 9         5         3         9         6         1         1         3         6         3         5         7         9         8         9         1
Vardas663               Pavarde663                 9         7         5         7         6         6         9         4         5        10         9         9         5         8        10        10
Vardas664               Pavarde664                 3         9         7         6         3         4         8         9         3         2         4         6         4         2         5         8
Vardas665               Pavarde665                 5         6         6         7         8         7         6         1         5         5         2        10         8         5         5         9
Vardas666               Pavarde666                 2         5        10         9         5         2         2         6         9         4         4         5         1         8        10         7
Vardas667               Pavarde667                 8         4         7         8         1         6         1         3         8         1         5         2        10        10         1         9
Vardas668               Pavarde668                 6         3        10         1         5         1         1         5         5         1         3         4         2         1         9         6
Vardas669               Pavarde669                 8         2         7         5         8         5        10         6         2         2         9         2        10         6         8         3
Vardas670               Pavarde670                 8         6         8         7         3         3         9         2         4        10         8         5         8         6         5         7
Vardas671               Pavarde671                 10         5         3         4         3         4         4        10         5         2         1         5        10         6        10         6
Vardas672               Pavarde672                 5         1         4         6         8        10         3        10         6         5         9         9         1         9         8         6
Vardas673               Pavarde673                 3         2         2         7         1         2         5        10         9         6         8         5         9         3         8         2
Vardas674               Pavarde674                 3         1         2         6         9         3         4         7         1         2         3         1         8         4         8         7
Vardas675               Pavarde675                 5         3         8         1         8        10         2         3        10         1         6         3         5        10         5         1
Vardas676               Pavarde676                 1         9         7         3        10         9         4         6         1         5         4         5         5         8         8         3
Vardas677               Pavarde677                 3         8         6         5         4         9         7         7        10         3         2        10         2         4         5         8
Vardas678               Pavarde678                 1        10         2         3         3        10         7         5         6         9         7         8         8         9         2         9
Vardas679               Pavarde679                 5         5         9         4         3        10         5         4         6         6         6         3         4         2         6         8
Vardas680               Pavarde680                 1         9         1         2         4         2         2         5         5         5         7         3         9         9         3         6
Vardas681               Pavarde681                 1         7         8         3         3         8         7         1         5         9         7         4         5         5         1         8
Vardas682               Pavarde682                 7         1         4         4         3         5         7         1        10         5         8         2         8         2         4         4
Vardas683               Pavarde683                 3         1         6         8        10         9         9         4         1         6         3         1         3         3         6         7
Vardas684               Pavarde684                 1         1         8         5         2         6         3         7         3         7         9         4         6         7         2         9
Vardas685               Pavarde685                 3         9         4         1         6         1         6         3         7         5         7         7         4         4         2         1
Vardas686               Pavarde686                 5         7         3         9         7        10         7         6         8         9         2         4         8         7         2         8
Vardas687               Pavarde687                 8         1         9         7        10         4        10         2         3         4         2         9         3        10         1         8
Vardas688               Pavarde688                 10         3         8        10         7         3         6         7         3         8         6        10         2         8         8         2
Vardas689               Pavarde689                 10         3         2         3         2         1         8         6         9         8         3         5         6         8         5         3
Vardas690               Pavarde690                 2         6         4         1         4         9         5         9         2         2         3         2         3         8         3         3
Vardas691               Pavarde691                 10        10        10         7         1         4         4         8         3        10         1         6         8         5         4         1
Vardas692               Pavarde692                 6         4         2         5         6         6        10         2         5         9        10         1         1         7         2        10
Vardas693               Pavarde693                 7         8         9         2         8         9         7         4         9         4         4         7         4         5         6         6
Vardas694               Pavarde694                 9         1         5         1         7         5         4         6         4         6         4         7         4         2        10        10
Vardas695               Pavarde695                 1         7         6         3         3         9         8         2         2        10         9         4         3         6        10         9
Vardas696               Pavarde696                 3         8         5         3         5         2         1         8         1         4        10         4         8         2         1         4
Vardas697               Pavarde697                 6         2         6         8         4         7         1        10         4         6         1         2         6         6         3         5
Vardas698               Pavarde698                 6         1         7         3         8         3         1         9         9         1         5         6         3         9         5         6
Vardas699               Pavarde699                 4         4        10        10        10         7         8         5         4         3         5         4         9         8         4         2
Vardas700               Pavarde700                 2         8         1         2        10         3         7         3         2         7         3         4         6         9        10         6
Vardas701               Pavarde701                 3         7         5         8         2         7         4         3         1         8         5         6         9         4         5         3
Vardas702               Pavarde702                 3         8         8         5         3         5        10         7         7         9         9        10         3         4         2         9
Vardas703               Pavarde703                 10         5        10         2         6         8         3         8         1         3         5         7         9         6         3         1
Vardas704               Pavarde704                 6         8        10         8        10         1         7        10         7         1         3         9         3         4        10         6
Vardas705               Pavarde705                 8        10         8         9         7        10         4         1         4         8         5         6         3         9         9         2
Vardas706               Pavarde706                 9         8         4         6         5         3         7         8         5         1         6         8         5         2         5         4
Vardas707               Pavarde707                 7         8         7         4         7         5         8        10         4         3         9         1         8         4         6         7
