Vardas                  Pavarde                    ND1       ND2       ND3       ND4       ND5       ND6       ND7       ND8       ND9       ND10      ND11      ND12      ND13      ND14      ND15      Egz.
Vardas959               Pavarde959                 2         2         3         3         3         3         4         5         6         7         7         9         9         9        10        10         
Vardas963               Pavarde963                 1         1         2         3         4         5         5         6         6         6         7         9         9         9        10        10         
Vardas965               Pavarde965                 2         2         2         4         4         4         4         5         5         6         7         9         9         9        10         8         
Vardas969               Pavarde969                 2         2         2         2         2         3         4         5         6         6         7         7         9         9        10        10         
Vardas971               Pavarde971                 2         3         3         4         4         5         5         5         6         7         7         8         9         9        10         9         
Vardas972               Pavarde972                 1         1         1         2         2         2         4         6         6         7         7         8         8         9        10         7         
Vardas973               Pavarde973                 2         2         2         3         3         4         4         5         5         6         7         8         8         8         9         8         
Vardas976               Pavarde976                 1         1         4         4         4         4         5         5         6         6         7         7         7         8         9         5         
Vardas981               Pavarde981                 1         1         2         2         3         3         3         5         6         6         6         7         7         7         8         6         
Vardas982               Pavarde982                 1         1         1         5         5         5         5         6         7         7         9         9        10        10        10         8         
Vardas983               Pavarde983                 1         2         2         2         3         3         4         5         6         6         6         7         7         9        10         8         
Vardas984               Pavarde984                 1         2         2         4         4         6         7         7         7         7         8         8         8         8        10         5         
Vardas986               Pavarde986                 2         3         4         4         5         5         6         7         8         8         8         9        10        10        10         6         
Vardas989               Pavarde989                 1         1         2         3         3         5         5         5         6         6         7         8         8         8         9         7         
Vardas990               Pavarde990                 1         1         2         2         4         4         6         6         7         7         7         7         8         8        10         8         
Vardas991               Pavarde991                 1         1         2         3         3         3         3         5         5         5         6         8         9        10        10         7         
Vardas992               Pavarde992                 1         1         2         2         3         4         5         5         6         6         7         9         9         9        10         9         
Vardas993               Pavarde993                 1         2         2         3         3         4         5         5         6         7         7         7         7         9         9         8         
Vardas997               Pavarde997                 1         2         2         2         3         4         5         5         6         7         7         8         9        10        10         8         
Vardas998               Pavarde998                 1         1         3         3         5         5         6         6         6         7         7         8        10        10        10         6         
Vardas999               Pavarde999                 1         1         2         3         4         5         5         5         6         6         7         7         9         9         9         6         
Vardas1000              Pavarde1000                1         2         3         4         4         7         7         8         9         9         9         9         9        10        10         5
